ensembl_gene_id	external_gene_id	refseq_mrna
ENSMUSG00000025076	Casp7	NM_007611
ENSMUSG00000026029	Casp8	NM_009812
ENSMUSG00000026029	Casp8	NM_001080126
ENSMUSG00000028914	Casp9	NM_015733
ENSMUSG00000021585	Cast	NM_009817
ENSMUSG00000027187	Cat	NM_009804
ENSMUSG00000033486	Catsper2	NM_153075
ENSMUSG00000007655	Cav1	NM_007616
ENSMUSG00000007655	Cav1	NM_001243064
ENSMUSG00000000058	Cav2	NM_016900
ENSMUSG00000000058	Cav2	NM_001277756
ENSMUSG00000038533	Cbfa2t2	NM_009823
ENSMUSG00000038533	Cbfa2t2	NM_172860
ENSMUSG00000031885	Cbfb	NM_001161457
ENSMUSG00000031885	Cbfb	NM_001161456
ENSMUSG00000031885	Cbfb	NM_022309
ENSMUSG00000031885	Cbfb	NM_001161458
ENSMUSG00000034342	Cbl	NM_007619
ENSMUSG00000022637	Cblb	NM_001033238
ENSMUSG00000020659	Cbll1	NM_001253847
ENSMUSG00000020659	Cbll1	NM_134048
ENSMUSG00000020659	Cbll1	NM_001253848
ENSMUSG00000040380	Cbln3	NM_019820
ENSMUSG00000031641	Cbr4	NM_145595
ENSMUSG00000024039	Cbs	NM_144855
ENSMUSG00000024039	Cbs	NM_001271353
ENSMUSG00000024039	Cbs	NM_178224
ENSMUSG00000024878	Cbwd1	NM_146097
ENSMUSG00000025577	Cbx2	NM_007623
ENSMUSG00000029836	Cbx3	NM_007624
ENSMUSG00000039989	Cbx4	NM_007625
ENSMUSG00000009575	Cbx5	NM_001110216
ENSMUSG00000009575	Cbx5	NM_001076789
ENSMUSG00000009575	Cbx5	NM_007626
ENSMUSG00000025578	Cbx8	NM_013926
ENSMUSG00000036686	Cc2d1a	NM_145970
ENSMUSG00000028582	Cc2d1b	NM_177045
ENSMUSG00000039765	Cc2d2a	NM_172274
ENSMUSG00000020074	Ccar1	NM_026201
ENSMUSG00000046318	Ccbe1	NM_178793
ENSMUSG00000040213	Ccbl2	NM_173763
ENSMUSG00000030714	Ccdc101	NM_029339
ENSMUSG00000063605	Ccdc102a	NM_001033533
ENSMUSG00000020462	Ccdc104	NM_025740
ENSMUSG00000035228	Ccdc106	NM_146178
ENSMUSG00000028461	Ccdc107	NM_001037913
ENSMUSG00000027994	Ccdc109b	NM_025779
ENSMUSG00000071855	Ccdc112	NM_001160399
ENSMUSG00000040189	Ccdc114	NM_001033243
ENSMUSG00000042111	Ccdc115	NM_027159
ENSMUSG00000022768	Ccdc116	NM_001164606
ENSMUSG00000022768	Ccdc116	NM_029779
ENSMUSG00000020482	Ccdc117	NM_134033
ENSMUSG00000019659	Ccdc12	NM_028312
ENSMUSG00000031150	Ccdc120	NM_207202
ENSMUSG00000034795	Ccdc122	NM_175369
ENSMUSG00000050786	Ccdc126	NM_175098
ENSMUSG00000021578	Ccdc127	NM_001168659
ENSMUSG00000021578	Ccdc127	NM_024201
ENSMUSG00000021578	Ccdc127	NM_001168658
ENSMUSG00000004994	Ccdc130	NM_026350
ENSMUSG00000001376	Ccdc132	NM_024260
ENSMUSG00000001376	Ccdc132	NM_001167750
ENSMUSG00000001376	Ccdc132	NM_001167751
ENSMUSG00000068114	Ccdc134	NM_172428
ENSMUSG00000029769	Ccdc136	NM_145574
ENSMUSG00000029769	Ccdc136	NM_001201378
ENSMUSG00000049957	Ccdc137	NM_152807
ENSMUSG00000022833	Ccdc14	NM_172824
ENSMUSG00000044033	Ccdc141	NM_001025576
ENSMUSG00000047696	Ccdc144b	NM_178418
ENSMUSG00000045790	Ccdc149	NM_001256059
ENSMUSG00000034303	Ccdc15	NM_001081429
ENSMUSG00000006241	Ccdc159	NM_001164614
ENSMUSG00000006241	Ccdc159	NM_025977
ENSMUSG00000028689	Ccdc163	NM_026714
ENSMUSG00000024018	Ccdc167	NM_001163741
ENSMUSG00000024018	Ccdc167	NM_026782
ENSMUSG00000034035	Ccdc17	NM_001037916
ENSMUSG00000070883	Ccdc173	NM_001077684
ENSMUSG00000034083	Ccdc174	NM_172730
ENSMUSG00000021086	Ccdc175	NM_028687
ENSMUSG00000057265	Ccdc176	NM_028377
ENSMUSG00000056531	Ccdc18	NM_028481
ENSMUSG00000026578	Ccdc181	NM_029115
ENSMUSG00000031143	Ccdc22	NM_138603
ENSMUSG00000028643	Ccdc23	NM_024462
ENSMUSG00000028643	Ccdc23	NM_001038998
ENSMUSG00000078588	Ccdc24	NM_001034876
ENSMUSG00000022035	Ccdc25	NM_145944
ENSMUSG00000059554	Ccdc28a	NM_144820
ENSMUSG00000028795	Ccdc28b	NM_025455
ENSMUSG00000039983	Ccdc32	NM_199310
ENSMUSG00000027160	Ccdc34	NM_026613
ENSMUSG00000047220	Ccdc36	NM_001135198
ENSMUSG00000036168	Ccdc38	NM_175488
ENSMUSG00000027676	Ccdc39	NM_026222
ENSMUSG00000020024	Ccdc41	NM_029852
ENSMUSG00000020925	Ccdc43	NM_025918
ENSMUSG00000078622	Ccdc47	NM_026009
ENSMUSG00000038127	Ccdc50	NM_026202
ENSMUSG00000038127	Ccdc50	NM_001025615
ENSMUSG00000025645	Ccdc51	NM_025689
ENSMUSG00000020056	Ccdc53	NM_001122960
ENSMUSG00000020056	Ccdc53	NM_026070
ENSMUSG00000020056	Ccdc53	NM_027487
ENSMUSG00000075229	Ccdc58	NM_198645
ENSMUSG00000075229	Ccdc58	NM_001159421
ENSMUSG00000075229	Ccdc58	NM_001159422
ENSMUSG00000019897	Ccdc59	NM_025602
ENSMUSG00000074358	Ccdc61	NM_001033314
ENSMUSG00000061882	Ccdc62	NM_001134767
ENSMUSG00000041609	Ccdc64	NM_001080808
ENSMUSG00000049305	Ccdc71	NM_133744
ENSMUSG00000090946	Ccdc71l	NM_001162903
ENSMUSG00000045106	Ccdc73	NM_177600
ENSMUSG00000041617	Ccdc74a	NM_001166164
ENSMUSG00000030177	Ccdc77	NM_026028
ENSMUSG00000071202	Ccdc78	NM_001165929
ENSMUSG00000022665	Ccdc80	NM_026439
ENSMUSG00000079084	Ccdc82	NM_025534
ENSMUSG00000043923	Ccdc84	NM_201372
ENSMUSG00000032878	Ccdc85a	NM_181577
ENSMUSG00000032878	Ccdc85a	NM_001166661
ENSMUSG00000095098	Ccdc85b	NM_198616
ENSMUSG00000024732	Ccdc86	NM_023731
ENSMUSG00000047810	Ccdc88b	NM_001081291
ENSMUSG00000021182	Ccdc88c	NM_026681
ENSMUSG00000041375	Ccdc9	NM_001136471
ENSMUSG00000041375	Ccdc9	NM_172297
ENSMUSG00000030613	Ccdc90b	NM_025515
ENSMUSG00000030613	Ccdc90b	NM_001162918
ENSMUSG00000030301	Ccdc91	NM_025911
ENSMUSG00000037979	Ccdc92	NM_144819
ENSMUSG00000003208	Ccdc94	NM_028381
ENSMUSG00000050677	Ccdc96	NM_025725
ENSMUSG00000002608	Ccdc97	NM_028771
ENSMUSG00000074715	Ccl28	NM_020279
ENSMUSG00000000378	Ccm2	NM_146014
ENSMUSG00000000378	Ccm2	NM_001190343
ENSMUSG00000000378	Ccm2	NM_001190344
ENSMUSG00000027715	Ccna2	NM_009828
ENSMUSG00000070348	Ccnd1	NM_007631
ENSMUSG00000000184	Ccnd2	NM_009829
ENSMUSG00000034165	Ccnd3	NM_007632
ENSMUSG00000034165	Ccnd3	NM_001081636
ENSMUSG00000034165	Ccnd3	NM_001081635
ENSMUSG00000023572	Ccndbp1	NM_010761
ENSMUSG00000002068	Ccne1	NM_007633
ENSMUSG00000072082	Ccnf	NM_007634
ENSMUSG00000020326	Ccng1	NM_009831
ENSMUSG00000029385	Ccng2	NM_007635
ENSMUSG00000063015	Ccni	NM_017367
ENSMUSG00000025010	Ccnj	NM_172839
ENSMUSG00000027829	Ccnl1	NM_019937
ENSMUSG00000029068	Ccnl2	NM_207678
ENSMUSG00000024286	Ccny	NM_026484
ENSMUSG00000070871	Ccnyl1	NM_001097644
ENSMUSG00000033904	Ccp110	NM_182995
ENSMUSG00000034563	Ccpg1	NM_001114328
ENSMUSG00000034563	Ccpg1	NM_028181
ENSMUSG00000044052	Ccr10	NM_007721
ENSMUSG00000047898	Ccr4	NM_009916
ENSMUSG00000037944	Ccr7	NM_007719
ENSMUSG00000043953	Ccrl2	NM_017466
ENSMUSG00000034108	Ccs	NM_016892
ENSMUSG00000031971	Ccsap	NM_028536
ENSMUSG00000039578	Ccser1	NM_183310
ENSMUSG00000039578	Ccser1	NM_001164316
ENSMUSG00000058690	Ccser2	NM_027045
ENSMUSG00000058690	Ccser2	NM_028407
ENSMUSG00000034024	Cct2	NM_007636
ENSMUSG00000001416	Cct3	NM_001243065
ENSMUSG00000001416	Cct3	NM_009836
ENSMUSG00000007739	Cct4	NM_009837
ENSMUSG00000022234	Cct5	NM_007637
ENSMUSG00000030007	Cct7	NM_007638
ENSMUSG00000025613	Cct8	NM_009840
ENSMUSG00000029617	Ccz1	NM_177682
ENSMUSG00000046186	Cd109	NM_153098
ENSMUSG00000051439	Cd14	NM_009841
ENSMUSG00000025510	Cd151	NM_009842
ENSMUSG00000025510	Cd151	NM_001111049
ENSMUSG00000025510	Cd151	NM_001111050
ENSMUSG00000008845	Cd163	NM_001170395
ENSMUSG00000008845	Cd163	NM_053094
ENSMUSG00000019818	Cd164	NM_016898
ENSMUSG00000028076	Cd1d1	NM_007639
ENSMUSG00000041750	Cd1d2	NM_007640
ENSMUSG00000022661	Cd200	NM_010818
ENSMUSG00000030577	Cd22	NM_009845
ENSMUSG00000030577	Cd22	NM_001043317
ENSMUSG00000005763	Cd247	NM_001113392
ENSMUSG00000005763	Cd247	NM_001113391
ENSMUSG00000005763	Cd247	NM_031162
ENSMUSG00000005763	Cd247	NM_001113394
ENSMUSG00000005763	Cd247	NM_001113393
ENSMUSG00000047139	Cd24a	NM_009846
ENSMUSG00000016496	Cd274	NM_021893
ENSMUSG00000026012	Cd28	NM_007642
ENSMUSG00000042502	Cd2bp2	NM_027353
ENSMUSG00000034652	Cd300a	NM_170758
ENSMUSG00000034641	Cd300ld	NM_145437
ENSMUSG00000047798	Cd300lf	NM_001169153
ENSMUSG00000047798	Cd300lf	NM_145634
ENSMUSG00000060703	Cd302	NM_025422
ENSMUSG00000002308	Cd320	NM_019421
ENSMUSG00000004609	Cd33	NM_001111058
ENSMUSG00000004609	Cd33	NM_021293
ENSMUSG00000016494	Cd34	NM_133654
ENSMUSG00000016494	Cd34	NM_001111059
ENSMUSG00000002944	Cd36	NM_007643
ENSMUSG00000002944	Cd36	NM_001159555
ENSMUSG00000002944	Cd36	NM_001159556
ENSMUSG00000002944	Cd36	NM_001159557
ENSMUSG00000002944	Cd36	NM_001159558
ENSMUSG00000030798	Cd37	NM_007645
ENSMUSG00000029084	Cd38	NM_007646
ENSMUSG00000047649	Cd3eap	NM_145822
ENSMUSG00000005087	Cd44	NM_009851
ENSMUSG00000005087	Cd44	NM_001039150
ENSMUSG00000005087	Cd44	NM_001039151
ENSMUSG00000005087	Cd44	NM_001177787
ENSMUSG00000005087	Cd44	NM_001177786
ENSMUSG00000005087	Cd44	NM_001177785
ENSMUSG00000055447	Cd47	NM_010581
ENSMUSG00000015355	Cd48	NM_007649
ENSMUSG00000040747	Cd53	NM_007651
ENSMUSG00000032679	Cd59a	NM_007652
ENSMUSG00000032679	Cd59a	NM_001111060
ENSMUSG00000025351	Cd63	NM_001042580
ENSMUSG00000025351	Cd63	NM_007653
ENSMUSG00000018774	Cd68	NM_009853
ENSMUSG00000028459	Cd72	NM_001110322
ENSMUSG00000028459	Cd72	NM_001110320
ENSMUSG00000028459	Cd72	NM_007654
ENSMUSG00000028459	Cd72	NM_001110321
ENSMUSG00000037706	Cd81	NM_133655
ENSMUSG00000027215	Cd82	NM_001271430
ENSMUSG00000027215	Cd82	NM_001271431
ENSMUSG00000027215	Cd82	NM_001271432
ENSMUSG00000027215	Cd82	NM_001271461
ENSMUSG00000027215	Cd82	NM_001271462
ENSMUSG00000027215	Cd82	NM_007656
ENSMUSG00000027215	Cd82	NM_001136055
ENSMUSG00000038147	Cd84	NM_013489
ENSMUSG00000038147	Cd84	NM_001252472
ENSMUSG00000022901	Cd86	NM_019388
ENSMUSG00000053977	Cd8a	NM_001081110
ENSMUSG00000053977	Cd8a	NM_009857
ENSMUSG00000053044	Cd8b1	NM_009858
ENSMUSG00000030342	Cd9	NM_007657
ENSMUSG00000027435	Cd93	NM_010740
ENSMUSG00000002885	Cd97	NM_001163029
ENSMUSG00000002885	Cd97	NM_011925
ENSMUSG00000002885	Cd97	NM_001163030
ENSMUSG00000002885	Cd97	NM_001163031
ENSMUSG00000035776	Cd99l2	NM_001199349
ENSMUSG00000035776	Cd99l2	NM_138309
ENSMUSG00000028755	Cda	NM_028176
ENSMUSG00000021982	Cdadc1	NM_001168535
ENSMUSG00000021982	Cdadc1	NM_001168538
ENSMUSG00000021982	Cdadc1	NM_001168537
ENSMUSG00000021982	Cdadc1	NM_027986
ENSMUSG00000021982	Cdadc1	NM_001168536
ENSMUSG00000027284	Cdan1	NM_026891
ENSMUSG00000039128	Cdc123	NM_133837
ENSMUSG00000033502	Cdc14a	NM_001080818
ENSMUSG00000033502	Cdc14a	NM_001173553
ENSMUSG00000033102	Cdc14b	NM_172587
ENSMUSG00000033102	Cdc14b	NM_001122989
ENSMUSG00000038416	Cdc16	NM_027276
ENSMUSG00000006398	Cdc20	NM_023223
ENSMUSG00000024370	Cdc23	NM_178347
ENSMUSG00000032477	Cdc25a	NM_007658
ENSMUSG00000027330	Cdc25b	NM_023117
ENSMUSG00000027330	Cdc25b	NM_001111075
ENSMUSG00000044201	Cdc25c	NM_009860
ENSMUSG00000066149	Cdc26	NM_139291
ENSMUSG00000020307	Cdc34	NM_177613
ENSMUSG00000019471	Cdc37	NM_016742
ENSMUSG00000024780	Cdc37l1	NM_025950
ENSMUSG00000038446	Cdc40	NM_027879
ENSMUSG00000006699	Cdc42	NM_009861
ENSMUSG00000006699	Cdc42	NM_001243769
ENSMUSG00000026490	Cdc42bpa	NM_001033285
ENSMUSG00000021279	Cdc42bpb	NM_183016
ENSMUSG00000024769	Cdc42bpg	NM_001033342
ENSMUSG00000045664	Cdc42ep2	NM_026772
ENSMUSG00000036533	Cdc42ep3	NM_026514
ENSMUSG00000063838	Cdc42ep5	NM_021454
ENSMUSG00000052298	Cdc42se2	NM_178626
ENSMUSG00000000028	Cdc45	NM_009862
ENSMUSG00000000028	Cdc45	NM_001161623
ENSMUSG00000017499	Cdc6	NM_001025779
ENSMUSG00000017499	Cdc6	NM_011799
ENSMUSG00000029283	Cdc7	NM_009863
ENSMUSG00000029283	Cdc7	NM_001271568
ENSMUSG00000029283	Cdc7	NM_001271567
ENSMUSG00000029283	Cdc7	NM_001271566
ENSMUSG00000026361	Cdc73	NM_145991
ENSMUSG00000048922	Cdca2	NM_175384
ENSMUSG00000048922	Cdca2	NM_001110162
ENSMUSG00000047832	Cdca4	NM_028023
ENSMUSG00000024791	Cdca5	NM_026410
ENSMUSG00000055612	Cdca7	NM_025866
ENSMUSG00000021175	Cdca7l	NM_146040
ENSMUSG00000028873	Cdca8	NM_026560
ENSMUSG00000031673	Cdh11	NM_009866
ENSMUSG00000024304	Cdh2	NM_007664
ENSMUSG00000050840	Cdh20	NM_011800
ENSMUSG00000012819	Cdh23	NM_001252635
ENSMUSG00000012819	Cdh23	NM_023370
ENSMUSG00000059674	Cdh24	NM_199470
ENSMUSG00000031871	Cdh5	NM_009868
ENSMUSG00000004071	Cdip1	NM_025670
ENSMUSG00000030682	Cdipt	NM_026638
ENSMUSG00000030682	Cdipt	NM_138754
ENSMUSG00000029062	Cdk11b	NM_007661
ENSMUSG00000003119	Cdk12	NM_001109628
ENSMUSG00000003119	Cdk12	NM_026952
ENSMUSG00000003119	Cdk12	NM_001109626
ENSMUSG00000041297	Cdk13	NM_027118
ENSMUSG00000041297	Cdk13	NM_001081058
ENSMUSG00000028926	Cdk14	NM_011074
ENSMUSG00000031065	Cdk16	NM_011049
ENSMUSG00000020015	Cdk17	NM_146239
ENSMUSG00000026437	Cdk18	NM_008795
ENSMUSG00000038481	Cdk19	NM_001168304
ENSMUSG00000038481	Cdk19	NM_198164
ENSMUSG00000025358	Cdk2	NM_183417
ENSMUSG00000025358	Cdk2	NM_016756
ENSMUSG00000021483	Cdk20	NM_053180
ENSMUSG00000029394	Cdk2ap1	NM_013812
ENSMUSG00000024856	Cdk2ap2	NM_026373
ENSMUSG00000006728	Cdk4	NM_009870
ENSMUSG00000027487	Cdk5rap1	NM_025876
ENSMUSG00000039298	Cdk5rap2	NM_145990
ENSMUSG00000040274	Cdk6	NM_009873
ENSMUSG00000009555	Cdk9	NM_130860
ENSMUSG00000006191	Cdkal1	NM_144536
ENSMUSG00000029403	Cdkl2	NM_001276315
ENSMUSG00000029403	Cdkl2	NM_177270
ENSMUSG00000029403	Cdkl2	NM_016912
ENSMUSG00000020389	Cdkl3	NM_001166654
ENSMUSG00000020389	Cdkl3	NM_153785
ENSMUSG00000020389	Cdkl3	NM_001166655
ENSMUSG00000020389	Cdkl3	NM_001166656
ENSMUSG00000020389	Cdkl3	NM_001166657
ENSMUSG00000020389	Cdkl3	NM_001166653
ENSMUSG00000031292	Cdkl5	NM_001024624
ENSMUSG00000023067	Cdkn1a	NM_001111099
ENSMUSG00000023067	Cdkn1a	NM_007669
ENSMUSG00000003031	Cdkn1b	NM_009875
ENSMUSG00000044303	Cdkn2a	NM_001040654
ENSMUSG00000044303	Cdkn2a	NM_009877
ENSMUSG00000020392	Cdkn2aipnl	NM_029976
ENSMUSG00000073802	Cdkn2b	NM_007670
ENSMUSG00000028551	Cdkn2c	NM_007671
ENSMUSG00000096472	Cdkn2d	NM_009878
ENSMUSG00000037628	Cdkn3	NM_028222
ENSMUSG00000039496	Cdnf	NM_177647
ENSMUSG00000033022	Cdo1	NM_033037
ENSMUSG00000064284	Cdpf1	NM_197998
ENSMUSG00000064284	Cdpf1	NM_001164625
ENSMUSG00000064284	Cdpf1	NM_001164626
ENSMUSG00000030878	Cdr2	NM_007672
ENSMUSG00000050910	Cdr2l	NM_001080929
ENSMUSG00000058793	Cds2	NM_138651
ENSMUSG00000032803	Cdv3	NM_175833
ENSMUSG00000032803	Cdv3	NM_001134426
ENSMUSG00000032803	Cdv3	NM_175565
ENSMUSG00000032803	Cdv3	NM_001134427
ENSMUSG00000059288	Cdyl	NM_009881
ENSMUSG00000059288	Cdyl	NM_001123386
ENSMUSG00000074272	Ceacam1	NM_001039185
ENSMUSG00000074272	Ceacam1	NM_011926
ENSMUSG00000074272	Ceacam1	NM_001039187
ENSMUSG00000074272	Ceacam1	NM_001039186
ENSMUSG00000049848	Ceacam19	NM_177036
ENSMUSG00000054385	Ceacam2	NM_001113369
ENSMUSG00000054385	Ceacam2	NM_007543
ENSMUSG00000054385	Ceacam2	NM_001113368
ENSMUSG00000070777	Ceacam20	NM_027839
ENSMUSG00000056501	Cebpb	NM_009883
ENSMUSG00000024081	Cebpz	NM_001024806
ENSMUSG00000058979	Cecr5	NM_144815
ENSMUSG00000023031	Cela1	NM_033612
ENSMUSG00000005506	Celf1	NM_001244903
ENSMUSG00000005506	Celf1	NM_017368
ENSMUSG00000005506	Celf1	NM_001244891
ENSMUSG00000005506	Celf1	NM_198683
ENSMUSG00000002107	Celf2	NM_001110231
ENSMUSG00000002107	Celf2	NM_001110232
ENSMUSG00000002107	Celf2	NM_001160292
ENSMUSG00000002107	Celf2	NM_001110229
ENSMUSG00000002107	Celf2	NM_001110230
ENSMUSG00000002107	Celf2	NM_010160
ENSMUSG00000002107	Celf2	NM_001160293
ENSMUSG00000002107	Celf2	NM_001110228
ENSMUSG00000024268	Celf4	NM_001146293
ENSMUSG00000024268	Celf4	NM_133195
ENSMUSG00000024268	Celf4	NM_001174074
ENSMUSG00000024268	Celf4	NM_001146292
ENSMUSG00000024268	Celf4	NM_001146294
ENSMUSG00000034818	Celf5	NM_176954
ENSMUSG00000016028	Celsr1	NM_009886
ENSMUSG00000068740	Celsr2	NM_001004177
ENSMUSG00000068740	Celsr2	NM_017392
ENSMUSG00000029177	Cenpa	NM_007681
ENSMUSG00000068267	Cenpb	NM_007682
ENSMUSG00000045328	Cenpe	NM_173762
ENSMUSG00000026605	Cenpf	NM_001081363
ENSMUSG00000031262	Cenpi	NM_145924
ENSMUSG00000064128	Cenpj	NM_001014996
ENSMUSG00000026708	Cenpl	NM_027429
ENSMUSG00000026708	Cenpl	NM_001159930
ENSMUSG00000068101	Cenpm	NM_178269
ENSMUSG00000068101	Cenpm	NM_001080158
ENSMUSG00000068101	Cenpm	NM_025639
ENSMUSG00000031756	Cenpn	NM_028131
ENSMUSG00000020652	Cenpo	NM_134046
ENSMUSG00000021391	Cenpp	NM_025495
ENSMUSG00000036672	Cenpt	NM_177150
ENSMUSG00000018509	Cenpv	NM_028448
ENSMUSG00000039523	Cep104	NM_177673
ENSMUSG00000057110	Cep110	NM_012018
ENSMUSG00000057110	Cep110	NM_030000
ENSMUSG00000020728	Cep112	NM_145688
ENSMUSG00000020728	Cep112	NM_029586
ENSMUSG00000020728	Cep112	NM_029606
ENSMUSG00000048799	Cep120	NM_178686
ENSMUSG00000061533	Cep128	NM_181815
ENSMUSG00000036403	Cep135	NM_199032
ENSMUSG00000043987	Cep164	NM_001081373
ENSMUSG00000057335	Cep170	NM_001099637
ENSMUSG00000072825	Cep170b	NM_001024602
ENSMUSG00000035790	Cep19	NM_025892
ENSMUSG00000024542	Cep192	NM_027556
ENSMUSG00000038241	Cep250	NM_001130000
ENSMUSG00000038241	Cep250	NM_001129999
ENSMUSG00000038241	Cep250	NM_008383
ENSMUSG00000038241	Cep250	NM_177217
ENSMUSG00000019971	Cep290	NM_146009
ENSMUSG00000033671	Cep350	NM_001039184
ENSMUSG00000029790	Cep41	NM_031998
ENSMUSG00000038215	Cep44	NM_001009951
ENSMUSG00000024989	Cep55	NM_028293
ENSMUSG00000024989	Cep55	NM_028760
ENSMUSG00000024989	Cep55	NM_001164362
ENSMUSG00000031922	Cep57	NM_026665
ENSMUSG00000019813	Cep57l1	NM_001243074
ENSMUSG00000019813	Cep57l1	NM_026643
ENSMUSG00000019813	Cep57l1	NM_029132
ENSMUSG00000019813	Cep57l1	NM_001243075
ENSMUSG00000032534	Cep63	NM_001081122
ENSMUSG00000044066	Cep68	NM_172260
ENSMUSG00000056267	Cep70	NM_023873
ENSMUSG00000021572	Cep72	NM_028959
ENSMUSG00000073542	Cep76	NM_001081073
ENSMUSG00000041491	Cep78	NM_198019
ENSMUSG00000037443	Cep85	NM_144527
ENSMUSG00000018372	Cep95	NM_177088
ENSMUSG00000018372	Cep95	NM_001166685
ENSMUSG00000022604	Cep97	NM_028815
ENSMUSG00000022604	Cep97	NM_001159364
ENSMUSG00000022604	Cep97	NM_001159366
ENSMUSG00000022604	Cep97	NM_001159365
ENSMUSG00000040774	Cept1	NM_133869
ENSMUSG00000039787	Cercam	NM_207298
ENSMUSG00000035891	Cerk	NM_145475
ENSMUSG00000030510	Cers3	NM_001164201
ENSMUSG00000023021	Cers5	NM_028015
ENSMUSG00000027035	Cers6	NM_172856
ENSMUSG00000031347	Cetn2	NM_019405
ENSMUSG00000045031	Cetn4	NM_145825
ENSMUSG00000090231	Cfb	NM_001142706
ENSMUSG00000090231	Cfb	NM_008198
ENSMUSG00000061780	Cfd	NM_013459
ENSMUSG00000031954	Cfdp1	NM_011801
ENSMUSG00000056201	Cfl1	NM_007687
ENSMUSG00000062929	Cfl2	NM_007688
ENSMUSG00000026031	Cflar	NM_009805
ENSMUSG00000026031	Cflar	NM_207653
ENSMUSG00000001128	Cfp	NM_008823
ENSMUSG00000054604	Cggbp1	NM_178647
ENSMUSG00000068876	Cgn	NM_001037711
ENSMUSG00000029161	Cgref1	NM_001160149
ENSMUSG00000029161	Cgref1	NM_026770
ENSMUSG00000055128	Cgrrf1	NM_026832
ENSMUSG00000050370	Ch25h	NM_009890
ENSMUSG00000027313	Chac1	NM_026929
ENSMUSG00000020309	Chac2	NM_026527
ENSMUSG00000039084	Chad	NM_007689
ENSMUSG00000063765	Chadl	NM_001164320
ENSMUSG00000002835	Chaf1a	NM_013733
ENSMUSG00000047710	Champ1	NM_181854
ENSMUSG00000021919	Chat	NM_009891
ENSMUSG00000063787	Chchd1	NM_025366
ENSMUSG00000049422	Chchd10	NM_175329
ENSMUSG00000070493	Chchd2	NM_024166
ENSMUSG00000053768	Chchd3	NM_025336
ENSMUSG00000034203	Chchd4	NM_133928
ENSMUSG00000037938	Chchd5	NM_025395
ENSMUSG00000030086	Chchd6	NM_025351
ENSMUSG00000030086	Chchd6	NM_001167736
ENSMUSG00000042198	Chchd7	NM_001190324
ENSMUSG00000042198	Chchd7	NM_001190323
ENSMUSG00000042198	Chchd7	NM_001190322
ENSMUSG00000042198	Chchd7	NM_181391
ENSMUSG00000023852	Chd1	NM_007690
ENSMUSG00000028089	Chd1l	NM_026539
ENSMUSG00000078671	Chd2	NM_001081345
ENSMUSG00000018474	Chd3	NM_146019
ENSMUSG00000005045	Chd5	NM_001081376
ENSMUSG00000005045	Chd5	NM_029216
ENSMUSG00000057133	Chd6	NM_173368
ENSMUSG00000053754	Chd8	NM_201637
ENSMUSG00000056608	Chd9	NM_177224
ENSMUSG00000029521	Chek2	NM_016681
ENSMUSG00000052488	Cherp	NM_138585
ENSMUSG00000014668	Chfr	NM_172717
ENSMUSG00000064246	Chi3l1	NM_007695
ENSMUSG00000031327	Chic1	NM_009767
ENSMUSG00000029229	Chic2	NM_028850
ENSMUSG00000025512	Chid1	NM_001142681
ENSMUSG00000025512	Chid1	NM_026522
ENSMUSG00000026450	Chit1	NM_027979
ENSMUSG00000024843	Chka	NM_013490
ENSMUSG00000024843	Chka	NM_001271496
ENSMUSG00000022617	Chkb	NM_007692
ENSMUSG00000030077	Chl1	NM_007697
ENSMUSG00000025531	Chm	NM_018818
ENSMUSG00000078185	Chml	NM_021350
ENSMUSG00000033916	Chmp2a	NM_026885
ENSMUSG00000004843	Chmp2b	NM_026879
ENSMUSG00000053119	Chmp3	NM_025783
ENSMUSG00000038467	Chmp4b	NM_029362
ENSMUSG00000027536	Chmp4c	NM_025519
ENSMUSG00000025371	Chmp6	NM_001085498
ENSMUSG00000034190	Chmp7	NM_134078
ENSMUSG00000001774	Chordc1	NM_025844
ENSMUSG00000014077	Chp1	NM_019769
ENSMUSG00000032997	Chpf	NM_001001566
ENSMUSG00000032997	Chpf	NM_001001565
ENSMUSG00000060002	Chpt1	NM_001146690
ENSMUSG00000060002	Chpt1	NM_144807
ENSMUSG00000068391	Chrac1	NM_053068
ENSMUSG00000006958	Chrd	NM_009893
ENSMUSG00000032773	Chrm1	NM_007698
ENSMUSG00000032773	Chrm1	NM_001112697
ENSMUSG00000027107	Chrna1	NM_007389
ENSMUSG00000041189	Chrnb1	NM_009601
ENSMUSG00000027950	Chrnb2	NM_009602
ENSMUSG00000035200	Chrnb4	NM_148944
ENSMUSG00000026251	Chrnd	NM_021600
ENSMUSG00000027221	Chst1	NM_023850
ENSMUSG00000036599	Chst12	NM_021528
ENSMUSG00000074916	Chst14	NM_028117
ENSMUSG00000030930	Chst15	NM_029935
ENSMUSG00000033350	Chst2	NM_018763
ENSMUSG00000057337	Chst3	NM_016803
ENSMUSG00000037347	Chst7	NM_021715
ENSMUSG00000032640	Chsy1	NM_001081163
ENSMUSG00000019214	Chtf18	NM_145409
ENSMUSG00000046691	Chtf8	NM_145412
ENSMUSG00000001017	Chtop	NM_023215
ENSMUSG00000025199	Chuk	NM_007700
ENSMUSG00000025199	Chuk	NM_001162410
ENSMUSG00000090258	Churc1	NM_206534
ENSMUSG00000003662	Ciao1	NM_025296
ENSMUSG00000031781	Ciapin1	NM_134141
